,open,high,low,close,volume
2023-06-07 14:13:00,1863.07,1863.55,1863.07,1863.55,3.99164
2023-06-07 14:14:00,1863.25,1863.25,1862.7,1862.7,0.78835
2023-06-07 14:15:00,1862.36,1864.1,1861.12,1863.01,27.45237
2023-06-07 14:16:00,1863.07,1863.18,1861.83,1862.09,9.26661
2023-06-07 14:17:00,1862.21,1862.78,1862.21,1862.73,3.14065
2023-06-07 14:18:00,1862.73,1863.06,1862.73,1862.73,4.0152
2023-06-07 14:19:00,1862.11,1863.35,1862.11,1863.35,7.338
2023-06-07 14:20:00,1863.22,2000.0,1863.21,2000.0,19.30986
2023-06-07 14:21:00,1864.38,1865.02,1859.72,1864.42,21.08699
2023-06-07 14:22:00,1864.19,1864.19,1863.24,1863.24,4.42383
2023-06-07 14:23:00,1863.25,1863.71,1863.05,1863.35,7.01934
2023-06-07 14:24:00,1863.51,1863.85,1830.0,1863.85,23.22465
2023-06-07 14:25:00,1863.67,1863.68,1863.67,1863.68,0.37023
2023-06-07 14:26:00,1863.69,1865.01,1863.69,1865.01,5.72779
2023-06-07 14:27:00,1865.26,1865.38,1864.14,1864.14,4.85828
2023-06-07 14:28:00,1863.87,1864.54,1862.6,1863.12,23.61081
2023-06-07 14:29:00,1863.07,1863.28,1835.73,1835.73,15.68251
2023-06-07 14:30:00,1862.13,1864.28,1835.73,1864.28,40.93882
2023-06-07 14:31:00,1864.08,1865.05,1846.54,1864.36,25.60531
2023-06-07 14:32:00,1864.19,2064.79,1864.03,1865.25,39.37704
2023-06-07 14:33:00,1865.11,1865.58,1864.53,1864.53,11.74248
2023-06-07 14:34:00,1864.51,1865.06,1863.95,1863.95,30.60853
2023-06-07 14:35:00,1863.95,1863.95,1863.01,1863.02,33.58319
2023-06-07 14:36:00,1863.08,1863.53,1862.21,1863.53,7.48143
2023-06-07 14:37:00,1863.63,1863.76,1863.29,1863.29,2.14636
2023-06-07 14:38:00,1863.3,1863.93,1862.6,1862.6,9.18405
2023-06-07 14:39:00,1862.13,1863.81,1861.68,1861.8,19.71153
2023-06-07 14:40:00,1861.85,1861.94,1804.8,1861.7,35.87313
2023-06-07 14:41:00,1861.86,1862.6,1861.2,1861.8,20.78102
2023-06-07 14:42:00,1861.34,1861.44,1857.84,1859.43,26.67518
2023-06-07 14:43:00,1858.8,1859.8,1857.82,1859.03,11.83098
2023-06-07 14:44:00,1858.55,1860.18,1842.4,1854.04,29.13173
2023-06-07 14:45:00,1860.18,1860.24,1850.54,1858.25,14.49524
2023-06-07 14:46:00,1858.18,1867.47,1856.04,1859.73,38.27412
2023-06-07 14:47:00,1859.84,1860.31,1857.54,1860.2,19.65729
2023-06-07 14:48:00,1860.25,1864.65,1856.86,1864.65,32.14412
2023-06-07 14:49:00,1864.67,1864.97,1863.26,1863.26,14.9179
2023-06-07 14:50:00,1862.96,1864.15,1862.96,1863.39,5.75805
2023-06-07 14:51:00,1863.02,1866.97,1863.02,1866.61,16.02
2023-06-07 14:52:00,1865.79,1865.84,1864.53,1864.53,8.95127
2023-06-07 14:53:00,1864.49,1865.45,1864.45,1865.14,8.15783
2023-06-07 14:54:00,1864.56,1864.66,1863.91,1864.59,5.30733
2023-06-07 14:55:00,1864.35,1866.69,1864.35,1866.43,14.24901
2023-06-07 14:56:00,1866.55,1867.68,1866.12,1866.12,10.79638
2023-06-07 14:57:00,1866.01,1866.67,1865.18,1866.39,13.0738
2023-06-07 14:58:00,1866.23,1866.26,1865.56,1865.56,8.40086
2023-06-07 14:59:00,1865.42,1865.57,1864.9,1864.9,1.87911
2023-06-07 15:00:00,1864.6,1864.62,1855.69,1863.38,8.74005
2023-06-07 15:01:00,1863.43,1863.46,1862.35,1863.03,8.22126
2023-06-07 15:02:00,1863.03,1863.49,1861.87,1861.87,5.53312
2023-06-07 15:03:00,1861.61,1861.84,1860.1,1861.35,11.93741
2023-06-07 15:04:00,1860.97,1861.56,1842.7,1861.43,24.74347
2023-06-07 15:05:00,1861.14,1862.31,1861.07,1862.31,7.96397
2023-06-07 15:06:00,1861.62,1861.97,1861.5,1861.97,5.74283
2023-06-07 15:07:00,1861.64,1861.67,1860.47,1860.47,5.04643
2023-06-07 15:08:00,1860.26,1860.94,1859.87,1860.94,24.63286
2023-06-07 15:09:00,1860.21,1861.0,1860.21,1861.0,3.45049
2023-06-07 15:10:00,1860.05,1860.6,1858.31,1860.6,14.13173
2023-06-07 15:11:00,1860.58,1860.97,1860.58,1860.97,4.26152
2023-06-07 15:12:00,1861.07,1861.44,1860.65,1861.44,5.41107
2023-06-07 15:13:00,1861.65,1862.3,1861.65,1861.66,4.72591
2023-06-07 15:14:00,1861.13,1861.22,1858.04,1858.04,6.67504
2023-06-07 15:15:00,1857.68,1857.7,1854.19,1854.19,14.07007
2023-06-07 15:16:00,1853.31,1856.57,1853.31,1856.57,25.63575
2023-06-07 15:17:00,1856.63,1859.23,1856.63,1859.23,14.76393
2023-06-07 15:18:00,1859.29,1859.29,1857.52,1857.52,4.91656
2023-06-07 15:19:00,1857.51,1858.24,1857.2,1858.24,38.38472
2023-06-07 15:20:00,1858.24,1858.24,1858.09,1858.09,34.58979
2023-06-07 15:21:00,1857.76,1857.8,1856.18,1856.66,11.14172
2023-06-07 15:22:00,1856.68,1856.72,1851.63,1853.37,8.66053
